English (en),Hebrew (iw),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
projectile,קֶלַע,0,0,0,0,0,1,0,0,0,0
projectiles,קליעים,0,0,0,0,0,1,0,0,0,0
projecting,מקרין,0,0,0,0,0,0,0,0,0,0
projection,הַקרָנָה,0,0,0,0,0,0,0,0,0,0
projector,מַקרֵן,0,0,0,0,0,0,0,0,0,0
proletarian,פרולטרית,0,0,0,0,0,0,0,0,0,0
proletariat,מַעֲמָד הַפּוֹעָלִים,0,0,0,0,0,0,0,0,0,0
prolific,פּוֹרֶה,1,0,0,0,0,0,0,0,0,0
prologue,פּרוֹלוֹג,0,0,0,1,0,0,0,0,0,0
prolong,להאריך,0,1,0,0,1,0,0,0,0,0
prolongation,הַאֲרָכָה,0,0,0,0,0,0,0,0,0,0
prolonged,מְמוּשָׁך,0,0,0,0,0,0,0,0,0,0
promenade,טיילת,0,0,0,0,0,0,0,0,0,0
prominence,בּוֹלְטוּת,1,0,0,0,0,0,0,0,0,0
prominently,בְּהַבלָטָה,1,0,0,0,0,0,0,0,0,0
promiscuous,מוּפקָר,0,1,0,0,0,0,0,0,0,0
promise,הַבטָחָה,1,0,0,0,0,0,1,0,0,1
promising,מַבְטִיחַ,1,0,0,0,0,0,0,0,0,0
promissory,חוב,0,0,0,0,0,0,0,0,0,0
promontory,כַּף,0,0,0,0,0,0,0,0,0,0
promote,לקדם,0,0,0,0,0,0,0,0,0,0
promoter,מְקַדֵם,0,0,0,0,0,0,0,0,0,0
promotion,קידום,1,0,0,0,0,0,0,0,0,0
prompt,לְעוֹרֵר,0,0,0,0,0,0,0,0,0,0
prompting,מתבקש,0,0,0,0,0,0,0,0,0,0
promulgate,לְהָפִיץ,0,0,0,0,0,0,0,0,0,0
promulgation,פִּרסוּם,0,0,0,0,0,0,0,0,0,0
prone,נוֹטֶה,0,0,0,0,0,0,0,0,0,0
prong,שֵׁן,0,0,0,0,0,0,0,0,0,0
pronounce,לְבַטֵא,0,0,0,0,0,0,0,0,0,0
pronounced,מְבוּטָא,0,0,0,0,0,0,0,0,0,0
pronouncement,הַצהָרָה,0,0,0,0,0,0,0,0,0,0
pronunciation,מִבטָא,0,0,0,0,0,0,0,0,0,0
proof,הוכחה,0,0,0,0,0,0,0,0,0,1
prop,לִתְמוֹך,1,0,0,0,0,0,0,0,0,0
propaganda,תַעֲמוּלָה,0,1,0,0,0,0,0,0,0,0
propagate,לְהָפִיץ,0,0,0,0,0,0,0,0,0,0
propagation,רְבִיָה,0,0,0,0,0,0,0,0,0,0
propane,פרופן,0,0,0,0,0,0,0,0,0,0
propel,לְהַנִיעַ,0,0,0,0,0,0,0,0,0,0
propelled,מונע,0,0,0,0,0,0,0,0,0,0
propeller,מַדחֵף,0,0,0,0,0,0,0,0,0,0
propelling,דוחף,0,0,0,0,0,0,0,0,0,0
propensity,נְטִיָה,0,0,0,0,0,0,0,0,0,0
proper,תָקִין,1,0,0,0,0,0,0,0,0,0
property,נכס,0,0,0,0,0,0,0,0,0,0
prophecy,נְבוּאָה,0,0,0,1,0,0,0,0,0,0
prophesy,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
prophet,נָבִיא,1,0,0,1,0,0,0,0,0,1
prophetic,נְבוּאִי,0,0,0,1,0,0,0,0,0,0
prophylactic,מוֹנֵעַ,1,0,0,1,0,0,0,0,0,1
prophylaxis,מְנִיעָה,0,0,0,0,0,0,0,0,0,0
proportion,פּרוֹפּוֹרצִיָה,0,0,0,0,0,0,0,0,0,0
proportional,יַחֲסִי,0,0,0,0,0,0,0,0,0,0
proportionate,פרופורציונלי,0,0,0,0,0,0,0,0,0,0
proportions,פרופורציות,0,0,0,0,0,0,0,0,0,0
proposal,הצעה,0,0,0,0,0,0,0,0,0,0
proposition,הצעה,1,0,0,0,0,0,0,0,0,0
proprietary,קנייני,0,0,0,0,0,0,0,0,0,0
proprietor,בְּעָלִים,0,0,0,0,0,0,0,0,0,0
proprietorship,בַּעֲלוּת,0,0,0,0,0,0,0,0,0,0
propriety,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
propulsion,הֲנָעָה,0,0,0,0,0,0,0,0,0,0
prose,פּרוֹזָה,0,0,0,0,0,0,0,0,0,0
prosecute,לְהַעֲמִיד לָדִין,0,1,1,0,0,1,0,1,0,0
prosecution,תביעה,0,1,0,0,1,0,0,0,0,0
prosecutor,תוֹבֵעַ,0,0,0,0,0,0,0,0,0,0
prospect,הסיכוי,1,0,0,0,0,0,0,0,0,0
prospective,לְעַתִיד,0,0,0,0,0,0,0,0,0,0
prospectively,באופן פרוספקטיבי,0,0,0,1,0,0,0,0,0,0
prospectus,תַשׁקִיף,0,0,0,0,0,0,0,0,0,0
prosper,לְשַׂגְשֵׂג,1,0,0,1,0,0,1,0,0,0
prosperity,שִׂגשׂוּג,1,0,0,0,0,0,0,0,0,0
prosperous,מְשַׂגשֵׂג,1,0,0,0,0,0,1,0,0,0
prostitute,זוֹנָה,0,1,0,0,1,0,0,0,0,0
prostitution,זְנוּת,0,1,0,0,1,0,0,1,0,0
prostrate,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
protagonist,דמות ראשית,0,0,0,0,0,0,0,0,0,0
protect,לְהַגֵן,1,0,0,0,0,0,0,0,0,0
protected,מוּגָן,0,0,0,0,0,0,0,0,0,1
protecting,מה tra Home,1,0,0,0,0,0,0,0,0,1
protection,הֲגָנָה,0,0,0,0,0,0,0,0,0,0
protective,מָגֵן,1,0,0,0,0,0,0,0,0,0
protector,מָגֵן,1,0,0,0,0,0,0,0,0,1
protein,חֶלְבּוֹן,0,0,0,0,0,0,0,0,0,0
protest,למחות,0,0,0,0,0,0,0,0,0,0
protestant,פְּרוֹטֶסטָנט,0,0,0,0,0,1,0,0,0,0
protocol,פרוטוקול,0,0,0,0,0,0,0,0,0,0
prototype,אב טיפוס,0,0,0,0,0,0,0,0,0,0
protozoa,פרוטוזואה,0,0,0,0,0,0,0,0,0,0
protracted,ממושך,0,0,0,0,0,0,0,0,0,0
protrude,לִבלוֹט,0,0,0,0,0,0,0,0,0,0
protrusion,בְּלִיטָה,0,0,0,0,0,0,0,0,0,0
proud,גאה,1,0,0,1,0,0,1,0,0,1
prove,לְהוֹכִיחַ,1,0,0,0,0,0,0,0,0,0
proven,מוּכָח,0,0,0,0,0,0,0,0,0,1
proverb,פִּתגָם,0,0,0,0,0,0,0,0,0,0
proverbial,פִּתגָמִי,1,0,0,0,0,0,0,0,0,0
provide,לְסַפֵּק,1,0,0,0,0,0,0,0,0,1
provided,בתנאי,0,0,0,0,0,0,0,0,0,0
providence,הַשׁגָחָה עֶליוֹנָה,0,0,0,0,0,0,0,0,0,0
providing,מתן,1,0,0,1,0,0,1,0,0,1
province,מָחוֹז,0,0,0,0,0,0,0,0,0,0
provincial,מְחוֹזִי,0,0,0,0,0,0,0,0,0,0
provision,אַספָּקָה,0,0,0,0,0,0,0,0,0,0
provisionally,באופן זמני,0,0,0,0,0,0,0,0,0,0
provisions,הפרשות,0,0,0,0,0,0,0,0,0,0
proviso,תְנַאִי,0,0,0,0,0,0,0,0,0,1
provocation,פּרוֹבוֹקָצִיָה,0,1,1,0,0,0,0,0,0,0
provocative,פּרוֹבוֹקָטִיבִי,0,0,0,0,0,0,0,0,0,0
provoking,מתגרה,0,1,1,0,1,0,0,0,0,0
provost,רֹאשׁ מִכלָלָה,0,0,0,0,0,0,0,0,0,0
prowess,תְעוּזָה,0,0,0,0,0,0,0,0,0,0
prowl,לְשׁוֹטֵט,0,0,0,0,0,1,0,0,1,0
proximal,מְקוֹרָב,0,0,0,0,0,0,0,0,0,0
proximate,סָמוּך,0,0,0,0,0,0,0,0,0,0
proximity,קִרבָה,0,0,0,0,0,0,0,0,0,0
proxy,פרוקסי,0,0,0,0,0,0,0,0,0,1
prudence,זְהִירוּת,1,0,0,0,0,0,0,0,0,0
prudent,זָהִיר,1,0,0,0,0,0,0,0,0,1
prune,לִגזוֹם,0,0,0,0,0,0,0,0,0,0
pry,לְחַטֵט,0,1,1,1,0,0,0,0,0,1
prying,סַקרָנִי,0,1,0,0,0,0,0,0,0,0
psalm,מִזמוֹר,1,0,0,0,0,0,0,0,0,0
pseudo,מדומה,0,0,0,0,0,0,0,0,0,0
pseudonym,שם בדוי,0,0,0,0,0,0,0,0,0,0
psyche,פּסִיכָה,0,0,0,0,0,0,0,0,0,0
psychical,פסיכולוגי,0,0,0,0,0,0,0,0,0,0
psychics,מדיומים,0,0,0,0,0,0,0,0,0,0
psychological,פְּסִיכוֹלוֹגִי,0,0,0,0,0,0,0,0,0,0
psychologist,פְּסִיכוֹלוֹג,0,0,0,0,0,0,0,0,0,0
psychology,פְּסִיכוֹלוֹגִיָה,0,0,0,0,0,0,0,0,0,0
psychosis,פְּסִיכוֹזָה,0,1,1,0,0,1,0,1,0,0
pub,פָּאבּ,0,0,0,0,0,0,0,0,0,0
puberty,גיל ההתבגרות,0,0,0,0,0,0,0,0,0,0
pubescent,מִתבַּגֵר,0,0,0,0,0,0,0,0,0,0
public,פּוּמְבֵּי,1,0,0,1,0,0,0,0,0,0
publication,פרסום,0,0,0,0,0,0,0,0,0,0
publicist,פּוּבּלִיצִיסט,0,1,0,0,0,0,0,0,0,0
publicity,פִּרסוּם,0,0,0,0,0,0,0,0,0,0
publicly,בְּפוּמבֵּי,0,0,0,0,0,0,0,0,0,0
publish,לְפַרְסֵם,0,0,0,0,0,0,0,0,0,0
published,יצא לאור,0,0,0,0,0,0,0,0,0,0
publisher,מוֹצִיא לָאוֹר,0,0,0,0,0,0,0,0,0,0
pudding,פודינג,0,0,0,0,0,0,0,0,0,0
puddle,שְׁלוּלִית,0,0,0,0,0,0,0,0,0,0
puff,נשיפה,0,0,0,0,0,0,0,0,0,0
puffy,נָפוּחַ,0,1,0,0,0,0,0,0,0,0
pug,סוֹלֵד,0,0,0,0,0,0,0,0,0,0
puke,לְהַקִיא,0,0,0,0,1,0,0,0,0,0
pull,מְשׁוֹך,1,0,0,0,0,0,0,0,0,0
pulley,גַלגֶלֶת,0,0,0,0,0,0,0,0,0,0
pullover,תעצור בצד,0,0,0,0,0,0,0,0,0,0
pulmonary,רֵאָתִי,0,0,0,0,0,0,0,0,0,0
pulp,מוֹך,0,0,0,0,0,0,0,0,0,0
pulpit,דוּכָן,1,0,0,0,0,0,0,0,0,0
pulsation,פְּעִימָה,0,0,0,0,0,0,0,0,0,0
pulse,דוֹפֶק,0,0,0,0,0,0,0,0,0,0
puma,פּוּמָה,0,0,0,0,0,1,0,0,1,0
pump,לִשְׁאוֹב,0,0,0,0,0,0,0,0,0,0
pun,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
punch,פּוּנץ',0,1,1,0,0,1,0,1,1,0
punctual,דייקן,1,0,0,1,0,0,0,0,0,1
punctuality,דיקנות,1,0,0,0,0,0,0,0,0,0
punctually,דייקן,0,0,0,0,0,0,0,0,0,0
punctuation,פיסוק,0,0,0,0,0,0,0,0,0,0
puncture,נֶקֶר,0,0,0,0,0,0,0,0,0,0
pundit,מְלוּמָד,0,0,0,0,0,0,0,0,0,0
pungent,חָרִיף,0,1,0,0,1,0,0,0,0,0
punish,לְהַעֲנִישׁ,0,1,0,0,0,1,0,0,0,0
punished,נענשו,0,1,1,1,1,1,0,1,0,0
punishing,עֲנִישָׁה,0,1,1,0,0,1,0,1,0,0
punishment,עֲנִישָׁה,0,1,1,0,1,1,0,0,0,0
punitive,מַעֲנִישׁ,0,1,1,0,0,1,0,1,0,0
punk,פָּאנק,0,0,0,0,0,0,0,0,0,0
punt,סִירָה שְׁטוּחָה,0,0,0,1,0,0,0,0,0,0
puny,מחורבן,0,0,0,0,0,0,0,0,0,0
pup,כַּלבּוֹן,0,0,0,0,0,0,0,0,0,0
pupil,תלמיד,0,0,0,0,0,0,0,0,0,0
puppet,בּוּבָּה,0,0,0,0,0,0,0,0,0,0
puppy,גור כלבים,1,0,0,1,0,0,0,0,0,1
purchase,לִרְכּוֹשׁ,0,0,0,0,0,0,0,0,0,0
purchaser,קוֹנֶה,0,0,0,0,0,0,0,0,0,0
purchasing,רכישה,0,0,0,0,0,0,0,0,0,0
puree,פִּירֶה,0,0,0,0,0,0,0,0,0,0
purely,אַך וְרַק,1,0,0,0,0,0,0,0,0,1
purgatory,גֵיהִנוֹם,0,1,0,0,1,1,0,0,0,0
purge,לְטַהֵר,0,1,0,0,0,1,0,0,0,0
purification,טָהֳרָה,1,0,0,0,0,0,0,0,0,1
purify,לְטַהֵר,1,0,0,0,0,0,1,0,0,1
purist,טַהֲרָן,1,0,0,0,0,0,0,0,0,0
purity,טוֹהַר,1,0,0,0,0,0,0,0,1,0
purple,סָגוֹל,0,0,0,0,0,0,0,0,0,0
purport,כַּוָנָה,0,0,0,0,0,0,0,0,0,0
purpose,מַטָרָה,0,0,0,0,0,0,0,0,0,0
purposely,בכוונה,0,0,0,0,0,0,0,0,0,0
purr,לְגַרגֵר,1,0,0,0,0,0,1,0,0,1
purse,אַרְנָק,0,0,0,0,0,0,0,0,0,0
pursuance,בִּצוּעַ,0,0,0,0,0,0,0,0,0,0
pursuing,רודף,0,0,0,0,0,0,0,0,0,0
pursuit,מִרדָף,0,0,0,0,0,0,0,0,0,0
purveyor,ספק,0,0,0,0,0,0,0,0,0,0
purview,תְחוּם הַפְּעוּלָה,0,0,0,0,0,0,0,0,0,0
pus,מוּגלָה,0,1,0,0,1,0,0,0,0,0
push,לִדחוֹף,0,0,0,0,0,0,0,0,0,0
pushing,דוחף,0,0,0,0,0,0,0,0,0,0
puss,חָתוּל,0,0,0,0,0,0,0,0,0,0
pussy,כוס,0,0,0,0,0,0,0,0,0,0
pussycat,pussycat,0,0,0,0,0,0,0,0,0,0
put,לָשִׂים,0,0,0,0,0,0,0,0,0,0
putative,מְשׁוֹעָר,0,0,0,0,0,0,0,0,0,1
puts,מעמיד,0,0,0,0,0,0,0,0,0,0
putty,מֶרֶק,0,0,0,0,0,0,0,0,0,0
puzzled,נבוך,0,0,0,0,0,0,0,0,0,0
puzzling,תמוהה,0,0,0,0,0,0,0,0,0,0
pygmy,נַנָס,0,0,0,0,0,0,0,0,0,0
pyramid,פִּירָמִידָה,0,0,0,0,0,0,0,0,0,0
pyramidal,פירמידלי,0,0,0,0,0,0,0,0,0,0
pyrotechnics,פִּירוֹטֶכנִיקָה,0,0,0,0,0,0,0,0,0,0
quack,לְגַעגֵעַ,0,1,0,0,1,0,0,0,0,0
quad,מְרוּבָּע,0,0,0,0,0,0,0,0,0,0
quadrangle,חָצֵר,0,0,0,0,0,0,0,0,0,0
quadrant,רָבִיעַ,0,0,0,0,0,0,0,0,0,0
quadratic,רִבּוּעִי,0,0,0,0,0,0,0,0,0,0
quadrature,נִצָב,0,0,0,0,0,0,0,0,0,0
quadruple,לְרַבֵּעַ,0,0,0,0,0,0,0,0,0,0
quadrupole,קואדרופול,0,0,0,0,0,0,0,0,0,0
quagmire,אַדמַת בּוֹץ טוֹבְעַנִית,0,1,0,0,1,0,0,0,0,0
quail,שליו,0,1,0,0,0,1,0,0,0,0
quaint,מוּזָר,1,0,0,0,0,0,1,0,0,1
quake,רְעִידַת אֲדָמָה,0,0,0,0,0,1,0,0,0,0
qualified,מוסמך,1,0,0,0,0,0,0,0,0,1
qualify,זכאי,0,0,0,0,0,0,0,0,0,0
qualifying,במוקדמות,1,0,0,0,0,0,0,0,0,0
qualities,איכויות,0,0,0,0,0,0,0,0,0,0
quality,איכות,0,0,0,0,0,0,0,0,0,0
quandary,מְבוּכָה,0,1,1,0,0,1,0,0,0,0
quantify,לכמת,0,0,0,0,0,0,0,0,0,0
quantitative,כמותי,0,0,0,0,0,0,0,0,0,0
quantitatively,כמותית,0,0,0,0,0,0,0,0,0,0
quantity,כַּמוּת,0,0,0,0,0,0,0,0,0,0
quantum,קוונטי,0,0,0,0,0,0,0,0,0,0
quarantine,הֶסגֵר,0,0,0,0,0,1,0,0,0,0
quarrel,לָרִיב,0,1,1,0,0,0,0,0,0,0
quarry,מַחצָבָה,0,0,0,0,0,0,0,0,0,0
quart,רְבִיעִית,0,0,0,0,0,0,0,0,0,0
quarter,רובע,0,0,0,0,0,0,0,0,0,0
quartered,רבע,0,0,0,0,0,0,0,0,0,0
quarters,מְגוּרִים,0,0,0,0,0,0,0,0,0,0
quartet,רביעייה,0,0,0,0,0,0,0,0,0,0
quartile,רְבִיעוֹן,0,0,0,0,0,0,0,0,0,0
quarto,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
quartz,קְוָרץ,0,0,0,0,0,0,0,0,0,0
quash,לְבַטֵל פְּסַק דִין,0,1,0,0,0,1,0,0,0,0
quasi,מֵעֵין,0,0,0,0,0,0,0,0,0,0
quaternary,רביעית,0,0,0,0,0,0,0,0,0,0
quay,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
queen,מַלכָּה,0,0,0,0,0,0,0,0,0,0
queer,מוזר,0,0,0,0,0,0,0,0,0,0
quell,לְשַׁכֵּך,0,1,0,0,0,0,0,0,0,0
quench,לְהַשׂבִּיעַ רָצוֹן,0,0,0,0,0,0,0,0,0,0
query,שאילתא,0,0,0,0,0,0,0,0,0,0
quest,לַחקוֹר,1,0,0,1,0,0,0,0,0,0
question,שְׁאֵלָה,1,0,0,0,0,0,0,0,0,0
questionable,מְפוּקפָּק,0,1,0,0,1,0,0,0,0,0
questioning,תִשׁאוּל,0,0,0,0,0,0,0,0,0,0
queue,תוֹר,0,0,0,0,0,0,0,0,0,0
quicken,לְזַרֵז,0,0,0,1,0,0,0,0,0,0
quickly,בִּמְהִירוּת,0,0,0,0,0,0,0,0,0,0
quickness,זְרִיזוּת,1,0,0,0,0,0,0,0,1,0
quicksilver,כַּספִּית,0,1,0,0,0,0,0,0,1,0
quid,לִירָה,0,0,0,0,0,0,0,0,0,0
quiescent,שֶׁקֶט,1,0,0,0,0,0,0,0,0,0
quiet,שֶׁקֶט,1,0,0,0,0,0,0,1,0,0
quietly,בְּשֶׁקֶט,0,0,0,0,0,0,0,0,0,0
quill,נוֹצָה,0,0,0,0,0,0,0,0,0,0
quilt,שמיכה,0,0,0,0,0,0,0,0,0,0
quinine,כִּינִין,1,0,0,0,0,0,0,0,0,0
quit,לְהַפְסִיק,0,1,0,0,0,0,0,0,0,0
quits,שָׁוִים,0,0,0,0,0,0,0,0,0,0
quiver,רֶטֶט,0,1,0,0,0,1,0,0,0,0
quivering,רוטט,0,1,0,0,0,1,0,0,0,0
quiz,חִידוֹן,0,1,0,0,0,0,0,0,0,0
quorum,מִניָן,0,0,0,0,0,0,0,0,0,0
quota,מִכסָה,0,0,0,0,0,0,0,0,0,0
quotation,ציטוט,0,0,0,0,0,0,0,0,0,0
quote,ציטוט,1,1,0,1,0,0,0,0,1,0
quotient,מָנָה,0,0,0,0,0,0,0,0,0,0
rabbit,ארנב,0,0,0,0,0,0,0,0,0,0
rabble,אֲסַפסוּף,0,1,1,0,0,1,0,0,0,0
rabid,קַנָאִי,0,1,1,1,1,1,0,1,0,0
rabies,כַּלֶבֶת,0,1,0,0,0,0,0,0,0,0
race,גזע,0,0,0,0,0,0,0,0,0,0
racehorse,סוּס מֵרוֹץ,0,0,0,0,0,0,0,0,0,0
racer,רוכב,0,0,0,0,0,0,0,0,0,0
rack,דְפוּפָה,0,1,0,0,0,0,0,1,0,0
racket,מחבט,0,1,0,0,0,0,0,0,0,0
racking,מתרסק,0,0,0,0,0,0,0,0,0,0
racy,עֲסִיסִי,0,0,0,0,0,0,0,0,0,0
radar,"מכ""ם",0,0,0,0,0,0,0,0,0,1
radiance,זוֹהַר,1,0,0,1,0,0,1,0,0,1
radiant,קוֹרֵן,1,0,0,0,0,0,1,0,0,0
radiate,לִקְרוֹן,1,0,0,0,0,0,0,0,0,0
radiation,קְרִינָה,0,1,0,0,0,1,0,0,0,0
radically,באופן קיצוני,0,0,0,0,0,0,0,0,0,0
radio,רָדִיוֹ,1,0,0,0,0,0,0,0,0,0
radioactive,רַדִיוֹאַקטִיבִי,0,1,0,0,0,1,0,0,0,0
radioactivity,רדיואקטיבי,0,0,0,0,0,0,0,0,0,0
radiograph,תַצלוּם רֶנטגֵן,0,0,0,0,0,0,0,0,0,0
radiography,רדיוגרפיה,0,0,0,0,0,0,0,0,0,0
radiology,רדיולוגיה,0,0,0,0,0,0,0,0,0,0
radium,רַדִיוּם,0,0,0,0,0,0,0,0,0,0
radius,רַדִיוּס,0,0,0,0,0,0,0,0,0,0
radon,ראדון,0,1,0,0,0,1,0,0,0,0
raffle,הַגרָלָה,0,0,0,1,0,0,0,0,1,0
raft,רַפסוֹדָה,0,0,0,0,0,0,0,0,0,0
rage,זעם,0,1,1,0,0,0,0,0,0,0
ragged,מְרוּפָּט,0,0,0,0,0,0,0,0,0,0
raging,סוֹעֵר,0,1,1,0,1,1,0,0,0,0
rags,סְחָבוֹת,0,1,0,0,1,0,0,0,0,0
raid,לִפְשׁוֹט,0,1,1,0,0,1,0,0,1,0
rail,רכבת,0,1,1,1,0,0,0,0,0,0
railing,מַעֲקֶה,0,0,0,0,0,0,0,0,0,0
railroad,רכבת,0,0,0,0,0,0,0,0,0,0
railway,מסילת רכבת,0,0,0,0,0,0,0,0,0,0
raiment,כְּסוּת,0,0,0,0,0,0,0,0,0,0
rain,גֶשֶׁם,0,0,0,0,0,0,0,0,0,0
raincoat,מְעִיל גֶשֶׁם,0,0,0,0,0,0,0,0,0,0
rainfall,יְרִידַת גְשָׁמִים,0,0,0,0,0,0,0,0,0,0
rainy,גָשׁוּם,0,0,0,0,0,0,0,1,0,0
raise,הַעֲלָאָה,0,0,0,0,0,0,0,0,0,0
raised,מוּרָם,0,0,0,0,0,0,0,0,0,0
raising,הַעֲלָאָה,0,0,0,0,0,0,0,0,0,0
rake,לִגרוֹף,0,0,0,0,0,0,0,0,0,0
rally,לְלַכֵּד,0,0,0,0,0,0,0,0,0,0
ram,RAM,0,1,1,1,0,0,0,0,0,0
ramble,לְשׁוֹטֵט,0,0,0,0,0,0,0,0,0,0
rambling,מְטַפֵּס,0,1,0,0,0,0,0,0,0,0
ramp,רמפה,0,0,0,0,0,0,0,0,0,0
rampage,הִשׁתוֹלְלוּת,0,1,1,0,0,1,0,0,0,0
ranch,חַוָה,0,0,0,0,0,0,0,0,0,0
rancid,מְעוּפָּשׁ,0,1,0,0,1,0,0,0,0,0
randomly,באופן אקראי,0,0,0,0,0,0,0,0,1,0
randomness,אקראיות,0,0,0,0,0,0,0,0,0,0
randy,תַאַותָנִי,0,0,0,0,0,0,0,0,0,0
ranger,רנג 'ר,0,0,0,0,0,0,0,0,0,1
rank,דַרגָה,0,0,0,0,0,0,0,0,0,0
ransom,כּוֹפֶר,0,1,1,0,0,1,0,0,0,0
rant,לְדַבֵּר בְּטִרוּף,0,0,0,0,0,0,0,0,0,0
rap,ראפ,0,0,0,0,0,0,0,0,0,0
rape,לֶאֱנוֹס,0,1,1,0,1,1,0,1,0,0
rapid,מָהִיר,0,0,0,0,0,0,0,0,1,0
rapidity,מְהִירוּת,0,0,0,0,0,0,0,0,0,0
rapids,אֶשֶׁד,0,0,0,0,0,0,0,0,0,0
rapping,ראפ,0,0,1,0,0,0,0,0,0,0
rapt,ראפט,1,0,0,0,0,0,1,0,1,1
raptors,ראפטורים,0,1,0,0,0,1,0,0,0,0
rapture,הִתלַהֲבוּת,1,0,0,1,0,0,1,0,0,0
rarely,לעתים רחוקות,0,0,0,0,0,0,0,0,0,0
rarity,נְדִירוּת,0,0,0,0,0,0,0,0,1,0
rascal,שׁוֹבָב,0,1,1,0,1,1,0,0,0,0
rash,פריחה,0,1,0,0,1,0,0,0,0,0
rat,עכברוש,0,1,0,0,1,1,0,0,0,0
ratchet,מַחגֵר,0,0,0,0,0,0,0,0,0,0
rate,ציון,0,0,0,0,0,0,0,0,0,0
ratification,אִשׁרוּר,0,0,0,0,0,0,0,0,0,0
ratify,לְאַשׁרֵר,0,0,0,0,0,0,0,0,0,1
rating,דֵרוּג,0,1,1,0,0,1,0,1,0,0
ratio,יַחַס,0,0,0,0,0,0,0,0,0,0
ration,מָנָה,0,0,0,0,0,0,0,0,0,0
rational,רַצִיוֹנָלִי,1,0,0,0,0,0,0,0,0,1
rationale,רציונלי,0,0,0,0,0,0,0,0,0,0
rationalism,רַצִיוֹנָלִיזם,0,0,0,0,0,0,0,0,0,0
rationality,רַצִיוֹנָלִיוּת,0,0,0,0,0,0,0,0,0,0
rattan,ראטאן,0,0,0,0,0,0,0,0,0,0
rattle,טִרטוּר,0,0,0,0,0,0,0,0,0,0
rattlesnake,אֶפעֶה,0,0,0,0,0,1,0,0,0,0
raucous,צָרוּד,0,1,0,0,0,0,0,0,0,0
rave,לְהִשְׁתוֹלֵל,1,1,1,0,1,0,1,0,1,1
raven,עוֹרֵב,0,0,0,0,0,0,0,0,0,0
ravenous,מוּרעָב,0,1,1,0,0,1,0,1,0,0
ravine,גַיא,0,0,0,0,0,1,0,0,0,0
raving,מִשׁתוֹלֵל,0,1,1,1,0,1,1,0,1,0
rawhide,rawhide,0,0,0,0,0,0,0,0,0,0
ray,קֶרֶן,0,0,0,0,0,0,0,0,0,0
razor,סכין גילוח,0,0,0,0,0,1,0,0,0,0
reach,לְהַגִיעַ,0,0,0,0,0,0,0,0,0,0
react,לְהָגִיב,0,0,1,0,0,1,0,0,0,0
reactionary,רֵיאַקצִיוֹנֶר,0,1,0,0,0,0,0,0,0,0
read,לקרוא,0,0,0,0,0,0,0,0,0,0
reader,קוֹרֵא,1,0,0,0,0,0,0,0,0,0
readership,קְהַל הַקוֹראִים,0,0,0,0,0,0,0,0,0,0
readily,לְלֹא קוֹשִׁי,1,0,0,0,0,0,0,0,0,0
readiness,נְכוֹנוּת,1,0,0,1,0,0,1,0,0,1
reading,קריאה,1,0,0,0,0,0,0,0,0,0
readjustment,הסתגלות,0,0,0,0,0,0,0,0,0,0
ready,מוּכָן,0,0,0,1,0,0,0,0,0,0
reaffirm,לַחֲזוֹר וְלְאַשֵׁר,1,0,0,0,0,0,0,0,0,0
reagent,מֵגִיב,0,0,0,0,0,0,0,0,0,0
real,אמיתי,1,0,0,0,0,0,0,0,0,1
realism,רֵיאָלִיזם,0,0,0,0,0,0,0,0,0,0
realistic,מְצִיאוּתִי,0,0,0,0,0,0,0,0,0,0
reality,מְצִיאוּת,0,0,0,0,0,0,0,0,0,0
realm,תְחוּם,0,0,0,0,0,0,0,0,0,0
realty,מְקַרקְעִין,0,0,0,0,0,0,0,0,0,0
ream,לְקַדֵד,0,0,0,0,0,0,0,0,0,0
reap,לִקצוֹר,0,0,0,0,0,0,0,0,0,0
reappear,יופיע שוב,0,0,0,0,0,0,0,0,1,0
rear,חלק אחורי,0,1,0,0,0,0,0,0,0,0
rearrange,לסדר מחדש,0,0,0,0,0,0,0,0,0,0
rearrangement,סידור מחדש,0,0,0,0,0,0,0,0,0,0
reason,סיבה,1,0,0,0,0,0,0,0,0,0
reasonableness,סבירות,0,0,0,0,0,0,0,0,0,0
reasoning,הַנמָקָה,0,0,0,0,0,0,0,0,0,0
reasons,סיבות,0,0,0,0,0,0,0,0,0,0
reassemble,להרכיב מחדש,0,0,0,0,0,0,0,0,0,0
reassurance,ביטחון,1,0,0,0,0,0,0,0,0,1
reassure,לְהַרְגִיעַ,1,0,0,0,0,0,0,0,0,1
reassured,הרגיעו,0,0,0,0,0,0,0,0,0,0
reassuring,מרגיע,0,0,0,0,0,0,0,0,0,0
rebate,הֲנָחָה,1,0,0,0,0,0,0,0,0,0
rebel,לִמְרוֹד,0,1,1,0,0,1,0,0,0,0
rebellion,מֶרֶד,0,0,1,0,1,1,0,0,0,0
reborn,נולד מחדש,0,0,0,0,0,0,0,0,0,0
